2115.079053287994,1893.9599216955705,1.5
2117.2131069468182,1892.2912075368781,1.5
2119.3471606056423,1890.6224933781857,1.5
2121.4812142644664,1888.9537792194933,1.5
2123.6152679232905,1887.285065060801,1.5
2125.7493215821146,1885.6163509021085,1.5
2127.8833752409387,1883.9476367434163,1.5
2130.0174288997628,1882.278922584724,1.5
2132.151482558587,1880.6102084260315,1.5
2134.285536217411,1878.941494267339,1.5
2136.419589876235,1877.2727801086467,1.5
2138.553643535059,1875.6040659499542,1.5
2138.553643535059,1875.6040659499542,1.5
2140.0372228568726,1877.6365209936412,1.5
2141.520802178686,1879.668976037328,1.5
2143.0043815004997,1881.701431081015,1.5
2144.487960822313,1883.733886124702,1.5
2145.9715401441267,1885.7663411683889,1.5
2147.4551194659402,1887.7987962120758,1.5
2148.938698787754,1889.8312512557625,1.5
2150.4222781095677,1891.8637062994494,1.5
2151.9058574313813,1893.8961613431363,1.5
2153.389436753195,1895.9286163868233,1.5
2154.8730160750083,1897.9610714305102,1.5
2156.356595396822,1899.993526474197,1.5
2157.8401747186354,1902.025981517884,1.5
2159.323754040449,1904.058436561571,1.5
2160.8073333622624,1906.0908916052579,1.5
2162.290912684076,1908.1233466489448,1.5
2163.7744920058894,1910.1558016926317,1.5
2165.258071327703,1912.1882567363186,1.5
2166.741650649517,1914.2207117800053,1.5
2168.2252299713305,1916.2531668236923,1.5
2169.708809293144,1918.2856218673792,1.5
2171.1923886149575,1920.318076911066,1.5
2172.675967936771,1922.350531954753,1.5
2174.1595472585846,1924.38298699844,1.5
2175.643126580398,1926.4154420421269,1.5
2175.643126580398,1926.4154420421269,1.5
2173.5747020141357,1927.9071859033108,1.5
2171.5062774478733,1929.3989297644948,1.5
2169.437852881611,1930.890673625679,1.5
2167.3694283153486,1932.382417486863,1.5
2165.3010037490862,1933.874161348047,1.5
2163.2325791828234,1935.365905209231,1.5
2161.164154616561,1936.857649070415,1.5
2159.0957300502987,1938.3493929315991,1.5
2157.0273054840363,1939.8411367927831,1.5
2154.958880917774,1941.332880653967,1.5
2152.8904563515116,1942.824624515151,1.5
2150.8220317852492,1944.316368376335,1.5
2148.753607218987,1945.8081122375193,1.5
2146.6851826527245,1947.2998560987032,1.5
2144.616758086462,1948.7915999598872,1.5
2142.5483335202,1950.2833438210712,1.5
2140.479908953937,1951.7750876822552,1.5
2138.4114843876746,1953.2668315434394,1.5
2136.343059821412,1954.7585754046233,1.5
2134.27463525515,1956.2503192658073,1.5
2132.2062106888875,1957.7420631269913,1.5
2130.137786122625,1959.2338069881753,1.5
2128.0693615563628,1960.7255508493595,1.5
2126.0009369901004,1962.2172947105435,1.5
2123.932512423838,1963.7090385717274,1.5
2121.8640878575757,1965.2007824329114,1.5
2119.7956632913133,1966.6925262940956,1.5
2117.7272387250505,1968.1842701552796,1.5
2115.658814158788,1969.6760140164636,1.5
2113.5903895925258,1971.1677578776475,1.5
2111.5219650262634,1972.6595017388315,1.5
2109.453540460001,1974.1512456000157,1.5
2107.3851158937387,1975.6429894611997,1.5
2105.3166913274763,1977.1347333223837,1.5
2103.248266761214,1978.6264771835677,1.5
2101.1798421949516,1980.1182210447516,1.5
2099.111417628689,1981.6099649059358,1.5
2097.042993062427,1983.1017087671198,1.5
2094.974568496164,1984.5934526283038,1.5
2092.9061439299016,1986.0851964894878,1.5
2090.8377193636393,1987.5769403506717,1.5
2088.769294797377,1989.068684211856,1.5
2086.7008702311145,1990.56042807304,1.5
2084.632445664852,1992.052171934224,1.5
